y_true,y_prob,y_pred_default
0,0.19234333113435648,0
0,0.13711406864170972,0
0,0.14948107810692815,0
1,0.9833346275961361,1
1,0.9545522376189645,1
1,0.8764309680839888,1
1,0.9414448655329034,1
0,0.5346072091632832,1
1,0.9800491143133147,1
1,0.5537092068981795,1
0,0.02655412814683402,0
1,0.9776957169838315,1
1,0.9775633815902663,1
0,0.039431509485059586,0
0,0.15676061884834275,0
0,0.29473361530135816,0
0,0.46922549011175124,0
0,0.016822000616690168,0
0,0.30967974324017944,0
0,0.05264252803319252,0
0,0.0540268666897745,0
1,0.9469551249888868,1
1,0.49399899790015356,0
1,0.9182173464789314,1
0,0.4182476642979927,0
0,0.06790351392429199,0
1,0.3420245732056947,0
0,0.10003497404691629,0
1,0.7481597882231881,1
0,0.5648101111220251,1
1,0.046632348826005816,0
1,0.9767060260538832,1
0,0.05625670122010874,0
0,0.026151851428162176,0
0,0.02909761016378603,0
0,0.40272297258822337,0
0,0.20657392150228798,0
0,0.08037835321072889,0
1,0.9103121077924484,1
1,0.9360159200908025,1
1,0.9514633312320734,1
1,0.7402178918581914,1
1,0.583217142871694,1
1,0.8746247753006806,1
0,0.4078995265991338,0
0,0.1296491497396674,0
1,0.8558884098355173,1
0,0.15869334588502385,0
0,0.3250797696738117,0
0,0.19634402934743886,0
0,0.762733517796655,1
0,0.09416327153634174,0
0,0.07122716014136024,0
1,0.4359954878541819,0
0,0.0324013088445694,0
1,0.9505513479342551,1
0,0.7958919545829819,1
1,0.3648921632957458,0
0,0.17108200577313049,0
1,0.9718927645385549,1
1,0.9486511135682799,1
0,0.9452057682998943,1
1,0.9774261566691794,1
0,0.18018287498595786,0
0,0.40400876763680643,0
1,0.5425991116942426,1
1,0.9058598008382001,1
0,0.31751364211614985,0
0,0.7200762269070599,1
1,0.08097621434298476,0
0,0.04958856968062235,0
0,0.27471322794042063,0
1,0.8894976277123384,1
1,0.09171869715408046,0
1,0.8924924244604467,1
0,0.09950379203676231,0
1,0.9955035889520151,1
1,0.7966805539489376,1
1,0.8899198997471786,1
0,0.20028384221408707,0
1,0.9144668958512812,1
0,0.5236702931575596,1
0,0.39941095374860675,0
0,0.011100013505003902,0
1,0.09126185833219294,0
0,0.0845731956510794,0
0,0.24376624205694705,0
0,0.44388315841642884,0
0,0.08907043665409946,0
0,0.3947002901375163,0
1,0.9525157781478255,1
1,0.9878879585176272,1
1,0.9006987618816851,1
0,0.048220910347807795,0
1,0.5046093811282526,1
0,0.020763785761275477,0
1,0.8015660154808454,1
0,0.21852224368267323,0
1,0.9588026148820585,1
1,0.29725682252911334,0
0,0.4957931886961973,0
0,0.005895720798788472,0
0,0.31506996925302805,0
0,0.7718610059563135,1
0,0.2262827733393646,0
0,0.03535924018714156,0
0,0.02308688402928945,0
0,0.02058754841400355,0
1,0.9870133678606133,1
1,0.8283502116469779,1
0,0.015950115412158742,0
0,0.3736972996010945,0
0,0.05693419271815764,0
1,0.8776641539895486,1
1,0.7410536401928699,1
0,0.05674204096206098,0
1,0.8545905114773239,1
1,0.5512225821376678,1
0,0.13168996220019172,0
0,0.06723742793401542,0
1,0.9710034911472637,1
1,0.9135920237520584,1
1,0.48098952684647384,0
0,0.0108951706663166,0
0,0.01879859040283352,0
0,0.016953790124983135,0
0,0.005758553563936471,0
0,0.09784673126348699,0
1,0.785925809645328,1
0,0.1543012263026236,0
1,0.6467611282753309,1
1,0.5199682819248952,1
1,0.8262685329189974,1
1,0.8610110626315819,1
0,0.11852268105525852,0
0,0.9349551721760855,1
1,0.9528930262250869,1
0,0.953754066064912,1
0,0.021124946087243447,0
0,0.2731699654984036,0
0,0.04369245709146625,0
0,0.38970981176468056,0
0,0.37669287661238066,0
0,0.07258309436652648,0
1,0.059819403084497035,0
0,0.09056633189817363,0
1,0.06570105356441894,0
0,0.062249779940559226,0
0,0.07271503100050603,0
1,0.9793678053621583,1
1,0.8784755115328269,1
1,0.8609408613100842,1
1,0.8439379375615926,1
1,0.24981727091323663,0
0,0.06402322325792406,0
1,0.9319981370615741,1
0,0.8128761845717173,1
1,0.9779747881573088,1
0,0.6454825438085289,1
1,0.4495025487794528,0
0,0.38665979080904916,0
0,0.11026561409116371,0
0,0.05194228240687575,0
1,0.10299381772639955,0
0,0.23139803470415238,0
1,0.9695778036109874,1
0,0.03543439904925558,0
1,0.9439619745370728,1
0,0.03695206472668716,0
1,0.7309941152174753,1
1,0.9842517596883772,1
1,0.9836589621739558,1
0,0.2714843418349913,0
0,0.08738259186522888,0
0,0.04242393077957996,0
1,0.43142194619585705,0
0,0.020896332548714824,0
1,0.9346200332806714,1
1,0.9900635828877664,1
1,0.5569413383357118,1
0,0.030247673809708248,0
1,0.9786849618435316,1
1,0.7144936687229534,1
1,0.45852072248334375,0
1,0.9917227924385057,1
1,0.9742522104357485,1
1,0.035742464138970205,0
0,0.05113346593165003,0
0,0.05939790879119205,0
0,0.05993452311551754,0
0,0.07504816071781747,0
0,0.07893389443990916,0
0,0.02856773829573781,0
0,0.026635137065617008,0
0,0.06045735594656066,0
0,0.0578059263394905,0
0,0.05415745731938793,0
0,0.021667014936957267,0
0,0.07843745852972564,0
0,0.06842283932047491,0
0,0.07801392284201702,0
0,0.23205036090595654,0
0,0.03413681824880584,0
0,0.06147147624463153,0
0,0.06788345609447982,0
0,0.05224340263101407,0
0,0.11076630735487197,0
0,0.14365549080215703,0
0,0.026330044047547803,0
0,0.05610044983404899,0
0,0.20526493856187567,0
0,0.1161213349876409,0
0,0.1809480300469241,0
0,0.33432637635629164,0
0,0.28066611565733585,0
0,0.033368168804571385,0
0,0.07774475521868078,0
0,0.1910795356509759,0
0,0.038452990083122196,0
0,0.14663420065770372,0
0,0.2567909654235602,0
0,0.09842499979866866,0
0,0.10605494744580407,0
0,0.1319770248221832,0
0,0.07737324166843351,0
0,0.2717398286951691,0
0,0.40779832852480136,0
0,0.3796919829022642,0
0,0.06835117070086091,0
0,0.06820182549298327,0
0,0.19449970207902265,0
0,0.1340340853137252,0
0,0.146985036863856,0
0,0.03179207616981588,0
0,0.028821587273849963,0
0,0.02567874553015084,0
0,0.07337114189348648,0
0,0.04841042833555259,0
0,0.09421182752029299,0
0,0.4255557393697209,0
0,0.07826414809707224,0
0,0.1251759313924565,0
0,0.08962067494587254,0
0,0.08985589105028921,0
0,0.6191653899390089,1
0,0.17627740389366742,0
0,0.23967388560673294,0
0,0.0799425915480394,0
0,0.028389328301683985,0
0,0.025404697221783908,0
0,0.021567974076287407,0
0,0.043833401070744994,0
0,0.04051335762075159,0
0,0.035674258204954234,0
0,0.10230454940085114,0
0,0.34060141352213447,0
0,0.22495794510287034,0
0,0.1431281961785961,0
0,0.20585351320152748,0
0,0.024081268757343954,0
0,0.04027556750349915,0
0,0.18136939678725114,0
0,0.19518260514582106,0
0,0.3045569549346789,0
0,0.49672939369692926,0
0,0.45115041337834055,0
0,0.34362047021429565,0
0,0.17491135139851816,0
0,0.17818224180252626,0
0,0.3708944036033391,0
0,0.6772673085553425,1
0,0.28031565330643476,0
0,0.4865098144534304,0
0,0.03886752884371043,0
0,0.23474315688417283,0
0,0.17123430290671351,0
0,0.06698803728632215,0
0,0.8230208786424422,1
0,0.05211792325093817,0
0,0.08570372303197105,0
0,0.03528106877448672,0
0,0.08510365440041932,0
0,0.3114551340501616,0
0,0.33394494279370435,0
0,0.7032675963631702,1
0,0.1538143545319566,0
0,0.0858069022083629,0
0,0.1278599106462662,0
0,0.28787514436637135,0
0,0.0391738009260929,0
0,0.0391738009260929,0
0,0.03666532986978994,0
0,0.10734714258447012,0
0,0.06973263815379438,0
0,0.1750004539026025,0
0,0.5752023620218512,1
0,0.4865532168485028,0
0,0.03869894810562992,0
0,0.6158965686168103,1
0,0.1532109903940613,0
0,0.0795781104332072,0
0,0.1961784713301722,0
0,0.6810539135315608,1
0,0.7899810853322627,1
0,0.034092064170190596,0
0,0.11266387041025425,0
0,0.20204392161083778,0
0,0.06560081995556663,0
0,0.16682683852238836,0
0,0.09708451898115743,0
0,0.6772567792352712,1
0,0.0394735327475786,0
0,0.042233209719961765,0
0,0.08195910991916835,0
0,0.6847016752407621,1
0,0.10422857981387244,0
0,0.49440531703681934,0
0,0.1110797536985436,0
0,0.15006804463658743,0
0,0.017534960550981634,0
0,0.25846278830796726,0
0,0.08824902886656319,0
0,0.16415126883228542,0
0,0.06862171182322595,0
0,0.23995563267781775,0
0,0.9516496886694517,1
0,0.5493766017989998,1
0,0.506080993334001,1
0,0.04298856579773859,0
0,0.05983220882254478,0
0,0.06254127830729482,0
0,0.040150323803607293,0
0,0.03304383481539044,0
0,0.05072633724898809,0
0,0.037793949779478635,0
0,0.39000748149603204,0
0,0.11266469179453995,0
0,0.10394817341556921,0
0,0.1349885744510071,0
0,0.1620289215593248,0
0,0.0670053308972441,0
0,0.23331132313237618,0
0,0.31417530663322324,0
0,0.4282747001809652,0
0,0.028384474942456838,0
0,0.025694494812075867,0
0,0.014847283105449948,0
0,0.352415656411547,0
0,0.17740208783000097,0
0,0.06509510699170015,0
0,0.12405884467044001,0
0,0.2864389963277073,0
0,0.49830779884891957,0
0,0.861887419467681,1
0,0.09401005303932652,0
0,0.22314988622817136,0
0,0.3176807497255763,0
0,0.5116558038973665,1
0,0.6720226914583632,1
0,0.1833930696087808,0
0,0.6400500900005209,1
0,0.31433800330678374,0
0,0.10408612983985625,0
0,0.1648514389766946,0
0,0.2726882038130441,0
0,0.6920438773023524,1
0,0.10411617043747248,0
0,0.08372663037342458,0
0,0.42413976705252066,0
0,0.3582636139985189,0
0,0.5589667534994617,1
0,0.21003267530732542,0
0,0.6751306512003675,1
0,0.7652417802285444,1
0,0.14633526940505745,0
0,0.08233197309160528,0
1,0.6854695211045071,1
1,0.43060770124420406,0
1,0.20723321944284137,0
1,0.06911030676844757,0
1,0.2385178953246851,0
1,0.8156909823285295,1
1,0.3822303056712097,0
1,0.3108565819405068,0
1,0.9146980956063566,1
1,0.6582148329330607,1
1,0.26096290164393215,0
1,0.741802503514195,1
1,0.9074129354084209,1
1,0.6663359083516672,1
1,0.5770429401801521,1
1,0.7875034451466626,1
1,0.5151468839036283,1
1,0.9356076779066079,1
1,0.63508034098966,1
1,0.7281503294973134,1
1,0.8257057422243294,1
1,0.15622508499565557,0
1,0.08952509329073817,0
1,0.4277115937671221,0
1,0.25003773685554953,0
1,0.47964710298042607,0
1,0.461445442046795,0
1,0.9163891031957591,1
1,0.5276205447450284,1
1,0.7699061271183151,1
1,0.9419992120851614,1
1,0.3774273311248767,0
1,0.2465036401937177,0
1,0.738170626187771,1
1,0.6968445218630616,1
1,0.6520443411741956,1
1,0.9519470694149597,1
1,0.14982939732560788,0
1,0.7994677723918554,1
1,0.31201036871717197,0
1,0.415503661158545,0
1,0.14834572167959367,0
1,0.8256293184737036,1
1,0.7202623295016544,1
1,0.5427184922023218,1
1,0.8764634366858344,1
1,0.9524605645091554,1
1,0.8429327646185503,1
1,0.8541161273360737,1
1,0.9394267347290856,1
1,0.5183803529802584,1
1,0.9166768045573553,1
1,0.7917113144039605,1
1,0.58704802035854,1
1,0.9043337882939929,1
1,0.6118603176192849,1
1,0.7916233569464888,1
1,0.9408394588956326,1
1,0.8509083323195333,1
1,0.894077409907611,1
1,0.9531648164495259,1
1,0.5351827065464844,1
1,0.8521298630285308,1
1,0.7584750584624472,1
1,0.9202560532313327,1
1,0.5572145718160393,1
1,0.8701245688461213,1
1,0.41257750780565555,0
1,0.09022931213210461,0
1,0.7013162018736978,1
1,0.7690355880108695,1
1,0.7714460360605838,1
1,0.5135918674147092,1
1,0.794455536915529,1
1,0.7882134324752407,1
1,0.7712842560554869,1
1,0.9774217920591833,1
1,0.07338709323494157,0
1,0.8614155779965581,1
1,0.7695252233723366,1
1,0.1828183948706299,0
1,0.5709320258893044,1
1,0.9352908192468034,1
1,0.05597434300285011,0
1,0.8895629416537543,1
1,0.8684828009440624,1
1,0.7264582965726808,1
1,0.6327969517022105,1
1,0.8729048753967623,1
1,0.9660441749427882,1
1,0.9124680156423398,1
1,0.8841878771504667,1
1,0.8206002396209535,1
1,0.20738458136895396,0
1,0.8943967762515311,1
1,0.923408001587932,1
1,0.8203573753446284,1
1,0.747164803341373,1
1,0.9714765052403139,1
1,0.8709449791944397,1
1,0.9003870589756169,1
1,0.9378474365277611,1
1,0.3125386023306515,0
1,0.932047777291442,1
1,0.2401480704494591,0
1,0.8855265895825154,1
1,0.3610074936298108,0
1,0.44813122925464915,0
1,0.9430534628658742,1
1,0.9386510106046603,1
1,0.5625931970679448,1
1,0.23364826046292286,0
0,0.07182470189486641,0
1,0.7252064631201999,1
1,0.6227770207702145,1
1,0.8794452157901677,1
1,0.553143294815386,1
1,0.6929920025516606,1
1,0.7110601809955241,1
1,0.8851026900144484,1
1,0.80152918567655,1
1,0.9587445982016135,1
1,0.8775236023222353,1
0,0.2318051370174706,0
1,0.4383576964864126,0
1,0.9597660416186368,1
1,0.5837582901180278,1
1,0.7316350108534637,1
1,0.8215567958616457,1
1,0.9417059721439767,1
1,0.8470866356363614,1
1,0.538692900864588,1
1,0.9549227809645282,1
1,0.7826472295262856,1
1,0.9396047792683992,1
1,0.7623635280651985,1
1,0.8209994534528084,1
1,0.864302656486065,1
1,0.4457812351901941,0
1,0.8268676310180437,1
1,0.8528305832742168,1
1,0.9000214992197648,1
1,0.8808646919651902,1
1,0.9806896053537587,1
1,0.9292391240151946,1
1,0.9490454656419132,1
1,0.34888645232996457,0
0,0.29429362720440366,0
1,0.6267530575419872,1
1,0.8397230475404701,1
1,0.7961835473047543,1
1,0.7838571198143448,1
1,0.9503345354967275,1
0,0.9349252849871273,1
1,0.8311120284244355,1
1,0.9897073831810195,1
1,0.9232680837379882,1
0,0.18664488381694014,0
1,0.7816238851799053,1
1,0.8827033223181536,1
1,0.8910427134234529,1
0,0.6163029245811056,1
1,0.42729399301085347,0
1,0.46175935194442447,0
1,0.6951725496279078,1
1,0.9023307397061054,1
1,0.7425546608152984,1
1,0.9806054111562669,1
1,0.9253046688976688,1
1,0.3627678296289001,0
1,0.9705370364397434,1
1,0.9839106722129606,1
1,0.9574115932188509,1
1,0.9877844108404115,1
1,0.533612372231777,1
1,0.6570555645223579,1
1,0.9802195088303227,1
1,0.908026657978079,1
1,0.737259863214221,1
1,0.9082491100313592,1
1,0.8125905264900195,1
1,0.9198112333359681,1
1,0.9767538152008105,1
1,0.514591741851536,1
1,0.9219412105443112,1
1,0.9584820127245085,1
1,0.9492845217444297,1
1,0.9777010156548929,1
1,0.7591012374066473,1
1,0.6452875657118159,1
1,0.9422739247905576,1
1,0.8828450090611865,1
1,0.9139780228874308,1
1,0.8912704479905602,1
1,0.9532540362771303,1
1,0.9683956798680895,1
1,0.984206377626246,1
1,0.9146921189720396,1
1,0.1414566896427426,0
1,0.8352648532862482,1
1,0.6573523037843141,1
1,0.7827694328791899,1
1,0.9637388728116664,1
1,0.9419281550055768,1
1,0.9819493841915249,1
1,0.7590426736891781,1
1,0.8912806354876612,1
1,0.9864934944036711,1
1,0.9374777666366573,1
1,0.9560093491566143,1
1,0.8421094684524189,1
1,0.5494719268936323,1
1,0.9483582161200611,1
1,0.9665492430682883,1
1,0.961099226201542,1
0,0.7567626227521306,1
1,0.9179034436606565,1
1,0.812053004496083,1
1,0.9874738789520775,1
1,0.5143354785846586,1
1,0.8980298689927896,1
1,0.8914232661720474,1
1,0.7854188758993338,1
1,0.9204891871923507,1
1,0.9779209686152712,1
1,0.9883643443985085,1
0,0.9718788858405479,1
1,0.13416966555528367,0
1,0.5314360879367314,1
1,0.954216908979277,1
0,0.542906568113796,1
1,0.7865547880697505,1
1,0.841909488279719,1
0,0.8631906823968222,1
0,0.36239767024395014,0
1,0.9169874865733777,1
0,0.9139667542949048,1
1,0.7615386999177917,1
1,0.23159858825247767,0
0,0.17498365515419187,0
1,0.9588287103781095,1
1,0.9177099454266126,1
1,0.6620575022021336,1
1,0.964513839603247,1
0,0.7105685242872075,1
1,0.9538573840403014,1
1,0.8577185676155648,1
0,0.87977241911638,1
0,0.9651028479626775,1
1,0.808620575789475,1
1,0.9702013939302149,1
1,0.8045931908136607,1
0,0.6256511754846655,1
1,0.6400101808373921,1
1,0.9677889641936276,1
1,0.8748427552337595,1
1,0.9018426022538435,1
1,0.9632905160598774,1
1,0.24073461050425277,0
1,0.7994022008019844,1
1,0.9319916722189752,1
1,0.9224197944747115,1
1,0.5078846590929236,1
1,0.7653852881103296,1
1,0.9667940965649068,1
1,0.5686360240875686,1
0,0.9469317804074939,1
1,0.7157868551493513,1
0,0.9640126684388064,1
1,0.8493244588694906,1
1,0.7967993706496671,1
1,0.9597804291190795,1
0,0.7598937270079769,1
1,0.6871782664385182,1
1,0.9684254735104713,1
1,0.7730907163900648,1
0,0.7918905914286546,1
1,0.8105170350913709,1
0,0.15242195968118424,0
1,0.955774205758311,1
0,0.2432559810817618,0
1,0.9565096715094328,1
0,0.3824971638053268,0
1,0.8254455712702984,1
1,0.976464956476938,1
1,0.9536882550101322,1
1,0.32210854184348175,0
0,0.4934431334396882,0
1,0.9755649599640684,1
0,0.7707604136196082,1
1,0.9412747763150209,1
1,0.8404083162831828,1
1,0.8860583232587275,1
1,0.8768662580354659,1
1,0.6764104408604003,1
1,0.5829278892968306,1
1,0.9705834942196166,1
1,0.7944719322712076,1
1,0.23248753734564617,0
0,0.198178041171008,0
1,0.9493021438513725,1
0,0.30871927407422034,0
1,0.9480358370697043,1
1,0.7606439313138342,1
1,0.9213809992728428,1
1,0.8325730328948759,1
1,0.1723761895454069,0
1,0.9455098278492035,1
1,0.7428582370981792,1
0,0.6576455840592512,1
1,0.9002494390689014,1
1,0.8049968054463926,1
1,0.820878581127208,1
1,0.9436082197928283,1
1,0.8680895477304915,1
1,0.938566846026529,1
0,0.7116679689844561,1
1,0.9679253661935115,1
1,0.3526695537393593,0
1,0.9645625179088566,1
0,0.5863995322305461,1
1,0.9079179913483737,1
1,0.626502755713515,1
0,0.6588698542925095,1
1,0.9676765996500474,1
0,0.345410661602673,0
1,0.5232263441113905,1
1,0.7095802488172521,1
0,0.8418523883653561,1
1,0.5858449536172856,1
1,0.9205574141302224,1
1,0.6985828467222474,1
1,0.6842363747193124,1
0,0.6760514947083265,1
1,0.9437726488977667,1
1,0.6984180228082998,1
1,0.8667694683418637,1
0,0.6279030613269365,1
0,0.1827853208978317,0
1,0.566485803852127,1
0,0.11903851410234068,0
1,0.27319669223886206,0
1,0.7343583083326795,1
1,0.5890589803514887,1
1,0.6909274745434447,1
1,0.7981471042232166,1
1,0.8936185393365145,1
1,0.8515712212911274,1
1,0.7696267882114499,1
1,0.6643135817602605,1
1,0.9745690165706168,1
1,0.9611854594426796,1
0,0.6102639822366116,1
1,0.28567717284041866,0
1,0.6272578306174359,1
1,0.6860323911004621,1
1,0.9485970517030057,1
0,0.16433590310278814,0
0,0.5440209551100911,1
1,0.41535687269288785,0
1,0.5400668233760024,1
1,0.5848070373235608,1
0,0.5847780168182609,1
1,0.8832978741313906,1
0,0.2774823707125446,0
1,0.3530126021567775,0
1,0.6230370940346024,1
0,0.5634557141662008,1
1,0.568473957055374,1
0,0.9713814274830728,1
1,0.40019727729893695,0
1,0.2474941280165359,0
1,0.9319999819852812,1
0,0.25793904012757213,0
0,0.19446293503471337,0
0,0.8286705365833841,1
1,0.7540851282168963,1
1,0.9185250585138102,1
1,0.5584286374488575,1
0,0.8731368831313775,1
1,0.8604237960692157,1
1,0.6503933081761392,1
1,0.9384824969130737,1
1,0.8452463650601736,1
1,0.7416792404145411,1
1,0.8789943640399352,1
1,0.9211388923997561,1
1,0.8065208936883449,1
1,0.6274150983121534,1
1,0.9608520881321646,1
1,0.47475935678424486,0
1,0.898032357649386,1
1,0.6682134703086003,1
1,0.7119050836301247,1
1,0.6695615595132529,1
1,0.9482728161652831,1
0,0.35428759043987845,0
1,0.7027858080273327,1
1,0.31985135753793753,0
1,0.9471396928719027,1
0,0.1327316078379195,0
1,0.9388285514297968,1
1,0.5007898774691321,1
0,0.2406904687003305,0
0,0.6932841273057081,1
1,0.8789324462522872,1
1,0.7494644420854968,1
1,0.7810592227639828,1
1,0.927794353808476,1
1,0.6328838838147738,1
0,0.2794946986953242,0
1,0.8788455442572343,1
1,0.9414051023392312,1
0,0.9166295517848407,1
1,0.18005373745596281,0
1,0.34727851331941234,0
1,0.46923821122559617,0
1,0.780463021027975,1
0,0.4744839513569339,0
0,0.42964577800234227,0
1,0.9777111663636756,1
1,0.9030078350525982,1
1,0.8169151652135187,1
1,0.24781709584082892,0
1,0.25242061680693,0
0,0.4212820418941052,0
1,0.6848239159704604,1
0,0.5168230890260627,1
1,0.42106563884511405,0
